Variable_group,Variable name,Class_1,Class_2,Class_3,Class_4,Class_5,Unit,Territory,Year,Value
Underground carbon storage,CO2 storage,Parecis,NA,NA,NA,NA,MtCO2/year,TO,2050,0.02452
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,PB,2025,0.003
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,PB,2030,0.01174
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,PB,2035,0.02206
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,PB,2040,0.02219
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,PB,2045,0.02221
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,PB,2050,0.03295
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,RN,2025,0.00312
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,RN,2030,0.01201
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,RN,2035,0.37793
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,RN,2040,0.3778
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,RN,2045,0.37778
Underground carbon storage,CO2 storage,Potiguar,NA,NA,NA,NA,MtCO2/year,RN,2050,0.36706
Underground carbon storage,CO2 storage,Recôncavo,NA,NA,NA,NA,MtCO2/year,BA,2025,0.01393
Underground carbon storage,CO2 storage,Recôncavo,NA,NA,NA,NA,MtCO2/year,BA,2030,0.02145
Underground carbon storage,CO2 storage,Recôncavo,NA,NA,NA,NA,MtCO2/year,BA,2035,6.99989
Underground carbon storage,CO2 storage,Recôncavo,NA,NA,NA,NA,MtCO2/year,BA,2040,6.99998
Underground carbon storage,CO2 storage,Recôncavo,NA,NA,NA,NA,MtCO2/year,BA,2045,6.99999
Underground carbon storage,CO2 storage,Recôncavo,NA,NA,NA,NA,MtCO2/year,BA,2050,7.00001
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,AL,2025,0.00151
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,AL,2030,0.00154
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,AL,2035,0.00206
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,AL,2040,0.00212
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,AL,2045,0.00212
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,AL,2050,0.00797
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,PE,2025,0.0056
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,PE,2030,0.01438
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,PE,2035,0.34489
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,PE,2040,0.34481
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,PE,2045,0.34479
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,PE,2050,0.34367
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,SE,2025,0.00596
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,SE,2030,0.01452
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,SE,2035,0.35304
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,SE,2040,0.35306
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,SE,2045,0.35308
Underground carbon storage,CO2 storage,Sergipe-Alagoas,NA,NA,NA,NA,MtCO2/year,SE,2050,0.34837
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,DF,2025,0.00817
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,DF,2030,0.01567
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,DF,2035,0.02786
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,DF,2040,0.03273
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,DF,2045,0.04056
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,DF,2050,0.07591
Underground carbon storage,CO2 storage,São Francisco,NA,NA,NA,NA,MtCO2/year,GO,2025,0.01954
